"attackermoveset";"attackername";"attackerfastmove";"attackerspecialmove";"defendermoveset";"defendername";"defenderfastmove";"defenderspecialmove";"attackerattackmodifier";"attackerdefensemodifier";"attackeradvantage"
509;Muk;Acid;Dark Pulse;221;Wigglytuff;Feint Attack;Dazzling Gleam;1,5625;1,11111104;1,73611104
126;Arbok;Acid;Sludge Wave;221;Wigglytuff;Feint Attack;Dazzling Gleam;1,5625;1,11111104;1,73611104
468;Magneton;Spark;Magnet Bomb;220;Wigglytuff;Pound;Play Rough;1,40625;1,25;1,7578125
471;Magneton;Thunder Shock;Magnet Bomb;220;Wigglytuff;Pound;Play Rough;1,40625;1,25;1,7578125
469;Magneton;Spark;Flash Cannon;220;Wigglytuff;Pound;Play Rough;1,40625;1,25;1,7578125
472;Magneton;Thunder Shock;Flash Cannon;220;Wigglytuff;Pound;Play Rough;1,40625;1,25;1,7578125
417;Tentacruel;Poison Jab;Sludge Wave;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
414;Tentacruel;Acid;Sludge Wave;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
509;Muk;Acid;Dark Pulse;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
184;Nidoking;Poison Jab;Megahorn;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
514;Muk;Poison Jab;Sludge Wave;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
511;Muk;Acid;Sludge Wave;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
125;Arbok;Acid;Dark Pulse;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
636;Weezing;Acid;Dark Pulse;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
405;Victreebel;Acid;Sludge Bomb;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
635;Weezing;Acid;Shadow Ball;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
513;Muk;Poison Jab;Gunk Shot;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
71;Beedrill;Poison Jab;Sludge Bomb;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
127;Arbok;Acid;Gunk Shot;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
165;Nidoqueen;Poison Jab;Sludge Wave;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
512;Muk;Poison Jab;Dark Pulse;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
634;Weezing;Acid;Sludge Bomb;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
510;Muk;Acid;Gunk Shot;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
183;Nidoking;Poison Jab;Sludge Wave;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
126;Arbok;Acid;Sludge Wave;220;Wigglytuff;Pound;Play Rough;1,5625;1,11111104;1,73611104
544;Gengar;Shadow Claw;Sludge Wave;220;Wigglytuff;Pound;Play Rough;1,28125;1,25;1,6015625
471;Magneton;Thunder Shock;Magnet Bomb;219;Wigglytuff;Pound;Hyper Beam;1,40625;1,25;1,7578125
472;Magneton;Thunder Shock;Flash Cannon;219;Wigglytuff;Pound;Hyper Beam;1,40625;1,25;1,7578125
468;Magneton;Spark;Magnet Bomb;219;Wigglytuff;Pound;Hyper Beam;1,40625;1,25;1,7578125
469;Magneton;Spark;Flash Cannon;219;Wigglytuff;Pound;Hyper Beam;1,40625;1,25;1,7578125
544;Gengar;Shadow Claw;Sludge Wave;219;Wigglytuff;Pound;Hyper Beam;1,28125;1,25;1,6015625
469;Magneton;Spark;Flash Cannon;218;Wigglytuff;Pound;Dazzling Gleam;1,40625;1,25;1,7578125
468;Magneton;Spark;Magnet Bomb;218;Wigglytuff;Pound;Dazzling Gleam;1,40625;1,25;1,7578125
472;Magneton;Thunder Shock;Flash Cannon;218;Wigglytuff;Pound;Dazzling Gleam;1,40625;1,25;1,7578125
471;Magneton;Thunder Shock;Magnet Bomb;218;Wigglytuff;Pound;Dazzling Gleam;1,40625;1,25;1,7578125
125;Arbok;Acid;Dark Pulse;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
165;Nidoqueen;Poison Jab;Sludge Wave;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
634;Weezing;Acid;Sludge Bomb;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
127;Arbok;Acid;Gunk Shot;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
509;Muk;Acid;Dark Pulse;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
126;Arbok;Acid;Sludge Wave;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
511;Muk;Acid;Sludge Wave;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
71;Beedrill;Poison Jab;Sludge Bomb;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
512;Muk;Poison Jab;Dark Pulse;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
414;Tentacruel;Acid;Sludge Wave;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
510;Muk;Acid;Gunk Shot;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
183;Nidoking;Poison Jab;Sludge Wave;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
635;Weezing;Acid;Shadow Ball;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
513;Muk;Poison Jab;Gunk Shot;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
417;Tentacruel;Poison Jab;Sludge Wave;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
405;Victreebel;Acid;Sludge Bomb;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
514;Muk;Poison Jab;Sludge Wave;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
184;Nidoking;Poison Jab;Megahorn;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
636;Weezing;Acid;Dark Pulse;218;Wigglytuff;Pound;Dazzling Gleam;1,5625;1,11111104;1,73611104
544;Gengar;Shadow Claw;Sludge Wave;218;Wigglytuff;Pound;Dazzling Gleam;1,28125;1,25;1,6015625
787;Omastar;Rock Throw;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,5625;1,5625;2,44140625
788;Omastar;Rock Throw;Rock Slide;211;Ninetales;Ember;Fire Blast;1,5625;1,5625;2,44140625
786;Omastar;Rock Throw;Ancient Power;211;Ninetales;Ember;Fire Blast;1,5625;1,5625;2,44140625
791;Omastar;Water Gun;Rock Slide;211;Ninetales;Ember;Fire Blast;1,5625;1,5625;2,44140625
790;Omastar;Water Gun;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,5625;1,5625;2,44140625
789;Omastar;Water Gun;Ancient Power;211;Ninetales;Ember;Fire Blast;1,5625;1,5625;2,44140625
800;Kabutops;Mud Shot;Stone Edge;211;Ninetales;Ember;Fire Blast;1,40625;1,5625;2,19726563
799;Kabutops;Mud Shot;Water Pulse;211;Ninetales;Ember;Fire Blast;1,40625;1,5625;2,19726563
798;Kabutops;Mud Shot;Ancient Power;211;Ninetales;Ember;Fire Blast;1,40625;1,5625;2,19726563
309;Golduck;Water Gun;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
435;Golem;Mud Shot;Ancient Power;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
700;Starmie;Water Gun;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
350;Poliwrath;Bubble;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
545;Onix;Rock Throw;Rock Slide;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
455;Slowbro;Water Gun;Water Pulse;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
766;Vaporeon;Water Gun;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
646;Rhydon;Mud Slap;Megahorn;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
352;Poliwrath;Bubble;Ice Punch;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
547;Onix;Rock Throw;Iron Head;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
648;Rhydon;Mud Slap;Stone Edge;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
432;Golem;Rock Throw;Ancient Power;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
675;Seadra;Water Gun;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
673;Seadra;Water Gun;Blizzard;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
434;Golem;Mud Shot;Stone Edge;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
546;Onix;Rock Throw;Stone Edge;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
436;Golem;Mud Shot;Earthquake;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
457;Slowbro;Water Gun;Ice Beam;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
647;Rhydon;Mud Slap;Earthquake;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
48;Blastoise;Water Gun;Flash Cannon;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
433;Golem;Rock Throw;Earthquake;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
767;Vaporeon;Water Gun;Aqua Tail;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
431;Golem;Rock Throw;Stone Edge;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
50;Blastoise;Water Gun;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
310;Golduck;Water Gun;Ice Beam;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
49;Blastoise;Water Gun;Ice Beam;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
765;Vaporeon;Water Gun;Water Pulse;211;Ninetales;Ember;Fire Blast;1,5625;1,25;1,953125
802;Kabutops;Fury Cutter;Water Pulse;211;Ninetales;Ember;Fire Blast;1,18124998;1,5625;1,84570313
801;Kabutops;Fury Cutter;Ancient Power;211;Ninetales;Ember;Fire Blast;1,18124998;1,5625;1,84570313
803;Kabutops;Fury Cutter;Stone Edge;211;Ninetales;Ember;Fire Blast;1,18124998;1,5625;1,84570313
351;Poliwrath;Bubble;Submission;211;Ninetales;Ember;Fire Blast;1,40625;1,25;1,7578125
701;Starmie;Water Gun;Power Gem;211;Ninetales;Ember;Fire Blast;1,40625;1,25;1,7578125
458;Slowbro;Confusion;Water Pulse;211;Ninetales;Ember;Fire Blast;1,40625;1,25;1,7578125
456;Slowbro;Water Gun;Psychic;211;Ninetales;Ember;Fire Blast;1,40625;1,25;1,7578125
353;Poliwrath;Mud Shot;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,40625;1,25;1,7578125
702;Starmie;Water Gun;Psybeam;211;Ninetales;Ember;Fire Blast;1,40625;1,25;1,7578125
416;Tentacruel;Poison Jab;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,40625;1,25;1,7578125
413;Tentacruel;Acid;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,40625;1,25;1,7578125
574;Kingler;Mud Shot;Water Pulse;211;Ninetales;Ember;Fire Blast;1,40625;1,25;1,7578125
749;Gyarados;Bite;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
548;Onix;Tackle;Rock Slide;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
674;Seadra;Water Gun;Dragon Pulse;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
678;Seadra;Dragon Breath;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
746;Gyarados;Dragon Breath;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
308;Golduck;Water Gun;Psychic;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
697;Starmie;Quick Attack;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
807;Aerodactyl;Bite;Ancient Power;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
53;Blastoise;Bite;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
650;Rhydon;Rock Smash;Earthquake;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
549;Onix;Tackle;Stone Edge;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
312;Golduck;Confusion;Hydro Pump;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
651;Rhydon;Rock Smash;Stone Edge;211;Ninetales;Ember;Fire Blast;1,28125;1,25;1,6015625
788;Omastar;Rock Throw;Rock Slide;210;Ninetales;Ember;Flamethrower;1,5625;1,5625;2,44140625
789;Omastar;Water Gun;Ancient Power;210;Ninetales;Ember;Flamethrower;1,5625;1,5625;2,44140625
786;Omastar;Rock Throw;Ancient Power;210;Ninetales;Ember;Flamethrower;1,5625;1,5625;2,44140625
791;Omastar;Water Gun;Rock Slide;210;Ninetales;Ember;Flamethrower;1,5625;1,5625;2,44140625
787;Omastar;Rock Throw;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,5625;1,5625;2,44140625
790;Omastar;Water Gun;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,5625;1,5625;2,44140625
800;Kabutops;Mud Shot;Stone Edge;210;Ninetales;Ember;Flamethrower;1,40625;1,5625;2,19726563
799;Kabutops;Mud Shot;Water Pulse;210;Ninetales;Ember;Flamethrower;1,40625;1,5625;2,19726563
798;Kabutops;Mud Shot;Ancient Power;210;Ninetales;Ember;Flamethrower;1,40625;1,5625;2,19726563
673;Seadra;Water Gun;Blizzard;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
435;Golem;Mud Shot;Ancient Power;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
546;Onix;Rock Throw;Stone Edge;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
50;Blastoise;Water Gun;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
646;Rhydon;Mud Slap;Megahorn;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
648;Rhydon;Mud Slap;Stone Edge;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
457;Slowbro;Water Gun;Ice Beam;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
436;Golem;Mud Shot;Earthquake;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
352;Poliwrath;Bubble;Ice Punch;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
675;Seadra;Water Gun;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
647;Rhydon;Mud Slap;Earthquake;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
700;Starmie;Water Gun;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
433;Golem;Rock Throw;Earthquake;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
766;Vaporeon;Water Gun;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
49;Blastoise;Water Gun;Ice Beam;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
767;Vaporeon;Water Gun;Aqua Tail;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
547;Onix;Rock Throw;Iron Head;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
545;Onix;Rock Throw;Rock Slide;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
431;Golem;Rock Throw;Stone Edge;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
309;Golduck;Water Gun;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
350;Poliwrath;Bubble;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
432;Golem;Rock Throw;Ancient Power;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
434;Golem;Mud Shot;Stone Edge;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
48;Blastoise;Water Gun;Flash Cannon;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
455;Slowbro;Water Gun;Water Pulse;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
310;Golduck;Water Gun;Ice Beam;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
765;Vaporeon;Water Gun;Water Pulse;210;Ninetales;Ember;Flamethrower;1,5625;1,25;1,953125
802;Kabutops;Fury Cutter;Water Pulse;210;Ninetales;Ember;Flamethrower;1,18124998;1,5625;1,84570313
801;Kabutops;Fury Cutter;Ancient Power;210;Ninetales;Ember;Flamethrower;1,18124998;1,5625;1,84570313
803;Kabutops;Fury Cutter;Stone Edge;210;Ninetales;Ember;Flamethrower;1,18124998;1,5625;1,84570313
416;Tentacruel;Poison Jab;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,40625;1,25;1,7578125
701;Starmie;Water Gun;Power Gem;210;Ninetales;Ember;Flamethrower;1,40625;1,25;1,7578125
351;Poliwrath;Bubble;Submission;210;Ninetales;Ember;Flamethrower;1,40625;1,25;1,7578125
702;Starmie;Water Gun;Psybeam;210;Ninetales;Ember;Flamethrower;1,40625;1,25;1,7578125
574;Kingler;Mud Shot;Water Pulse;210;Ninetales;Ember;Flamethrower;1,40625;1,25;1,7578125
456;Slowbro;Water Gun;Psychic;210;Ninetales;Ember;Flamethrower;1,40625;1,25;1,7578125
458;Slowbro;Confusion;Water Pulse;210;Ninetales;Ember;Flamethrower;1,40625;1,25;1,7578125
413;Tentacruel;Acid;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,40625;1,25;1,7578125
353;Poliwrath;Mud Shot;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,40625;1,25;1,7578125
549;Onix;Tackle;Stone Edge;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
746;Gyarados;Dragon Breath;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
807;Aerodactyl;Bite;Ancient Power;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
312;Golduck;Confusion;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
674;Seadra;Water Gun;Dragon Pulse;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
651;Rhydon;Rock Smash;Stone Edge;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
53;Blastoise;Bite;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
650;Rhydon;Rock Smash;Earthquake;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
678;Seadra;Dragon Breath;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
749;Gyarados;Bite;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
548;Onix;Tackle;Rock Slide;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
308;Golduck;Water Gun;Psychic;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
697;Starmie;Quick Attack;Hydro Pump;210;Ninetales;Ember;Flamethrower;1,28125;1,25;1,6015625
791;Omastar;Water Gun;Rock Slide;209;Ninetales;Ember;Heat Wave;1,5625;1,5625;2,44140625
789;Omastar;Water Gun;Ancient Power;209;Ninetales;Ember;Heat Wave;1,5625;1,5625;2,44140625
790;Omastar;Water Gun;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,5625;1,5625;2,44140625
788;Omastar;Rock Throw;Rock Slide;209;Ninetales;Ember;Heat Wave;1,5625;1,5625;2,44140625
787;Omastar;Rock Throw;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,5625;1,5625;2,44140625
786;Omastar;Rock Throw;Ancient Power;209;Ninetales;Ember;Heat Wave;1,5625;1,5625;2,44140625
800;Kabutops;Mud Shot;Stone Edge;209;Ninetales;Ember;Heat Wave;1,40625;1,5625;2,19726563
798;Kabutops;Mud Shot;Ancient Power;209;Ninetales;Ember;Heat Wave;1,40625;1,5625;2,19726563
799;Kabutops;Mud Shot;Water Pulse;209;Ninetales;Ember;Heat Wave;1,40625;1,5625;2,19726563
435;Golem;Mud Shot;Ancient Power;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
765;Vaporeon;Water Gun;Water Pulse;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
432;Golem;Rock Throw;Ancient Power;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
766;Vaporeon;Water Gun;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
546;Onix;Rock Throw;Stone Edge;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
648;Rhydon;Mud Slap;Stone Edge;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
647;Rhydon;Mud Slap;Earthquake;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
436;Golem;Mud Shot;Earthquake;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
48;Blastoise;Water Gun;Flash Cannon;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
310;Golduck;Water Gun;Ice Beam;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
431;Golem;Rock Throw;Stone Edge;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
350;Poliwrath;Bubble;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
50;Blastoise;Water Gun;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
352;Poliwrath;Bubble;Ice Punch;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
767;Vaporeon;Water Gun;Aqua Tail;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
433;Golem;Rock Throw;Earthquake;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
457;Slowbro;Water Gun;Ice Beam;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
646;Rhydon;Mud Slap;Megahorn;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
309;Golduck;Water Gun;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
700;Starmie;Water Gun;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
434;Golem;Mud Shot;Stone Edge;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
675;Seadra;Water Gun;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
49;Blastoise;Water Gun;Ice Beam;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
547;Onix;Rock Throw;Iron Head;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
545;Onix;Rock Throw;Rock Slide;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
455;Slowbro;Water Gun;Water Pulse;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
673;Seadra;Water Gun;Blizzard;209;Ninetales;Ember;Heat Wave;1,5625;1,25;1,953125
803;Kabutops;Fury Cutter;Stone Edge;209;Ninetales;Ember;Heat Wave;1,18124998;1,5625;1,84570313
801;Kabutops;Fury Cutter;Ancient Power;209;Ninetales;Ember;Heat Wave;1,18124998;1,5625;1,84570313
802;Kabutops;Fury Cutter;Water Pulse;209;Ninetales;Ember;Heat Wave;1,18124998;1,5625;1,84570313
353;Poliwrath;Mud Shot;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,40625;1,25;1,7578125
574;Kingler;Mud Shot;Water Pulse;209;Ninetales;Ember;Heat Wave;1,40625;1,25;1,7578125
458;Slowbro;Confusion;Water Pulse;209;Ninetales;Ember;Heat Wave;1,40625;1,25;1,7578125
351;Poliwrath;Bubble;Submission;209;Ninetales;Ember;Heat Wave;1,40625;1,25;1,7578125
416;Tentacruel;Poison Jab;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,40625;1,25;1,7578125
701;Starmie;Water Gun;Power Gem;209;Ninetales;Ember;Heat Wave;1,40625;1,25;1,7578125
456;Slowbro;Water Gun;Psychic;209;Ninetales;Ember;Heat Wave;1,40625;1,25;1,7578125
702;Starmie;Water Gun;Psybeam;209;Ninetales;Ember;Heat Wave;1,40625;1,25;1,7578125
413;Tentacruel;Acid;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,40625;1,25;1,7578125
749;Gyarados;Bite;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
650;Rhydon;Rock Smash;Earthquake;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
312;Golduck;Confusion;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
807;Aerodactyl;Bite;Ancient Power;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
651;Rhydon;Rock Smash;Stone Edge;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
697;Starmie;Quick Attack;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
674;Seadra;Water Gun;Dragon Pulse;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
53;Blastoise;Bite;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
746;Gyarados;Dragon Breath;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
549;Onix;Tackle;Stone Edge;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
678;Seadra;Dragon Breath;Hydro Pump;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
308;Golduck;Water Gun;Psychic;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
548;Onix;Tackle;Rock Slide;209;Ninetales;Ember;Heat Wave;1,28125;1,25;1,6015625
350;Poliwrath;Bubble;Hydro Pump;208;Ninetales;Feint Attack;Fire Blast;1,5625;1,25;1,953125
352;Poliwrath;Bubble;Ice Punch;208;Ninetales;Feint Attack;Fire Blast;1,5625;1,25;1,953125
790;Omastar;Water Gun;Hydro Pump;208;Ninetales;Feint Attack;Fire Blast;1,5625;1,21951222;1,90548778
789;Omastar;Water Gun;Ancient Power;208;Ninetales;Feint Attack;Fire Blast;1,5625;1,21951222;1,90548778
791;Omastar;Water Gun;Rock Slide;208;Ninetales;Feint Attack;Fire Blast;1,5625;1,21951222;1,90548778
787;Omastar;Rock Throw;Hydro Pump;208;Ninetales;Feint Attack;Fire Blast;1,5625;1,21951222;1,90548778
786;Omastar;Rock Throw;Ancient Power;208;Ninetales;Feint Attack;Fire Blast;1,5625;1,21951222;1,90548778
788;Omastar;Rock Throw;Rock Slide;208;Ninetales;Feint Attack;Fire Blast;1,5625;1,21951222;1,90548778
351;Poliwrath;Bubble;Submission;208;Ninetales;Feint Attack;Fire Blast;1,40625;1,25;1,7578125
353;Poliwrath;Mud Shot;Hydro Pump;208;Ninetales;Feint Attack;Fire Blast;1,40625;1,25;1,7578125
